date,value
2000-01-13,5.75
2000-02-10,6
2001-02-08,5.75
2001-04-05,5.5
2001-05-10,5.25
2001-08-02,5
2001-09-18,4.75
2001-10-04,4.5
2001-11-08,4
2003-02-06,3.75
2003-07-10,3.5
2003-11-06,3.75
2004-02-05,4
2004-05-06,4.25
2004-06-10,4.5
2004-08-05,4.75
2005-08-04,4.5
2006-08-03,4.75
2006-11-09,5
2007-01-11,5.25
2007-05-10,5.5
2007-07-05,5.75
2007-12-06,5.5
2008-02-07,5.25
2008-04-10,5
2008-10-08,4.5
2008-11-06,3
2008-12-04,2
2009-01-08,1.5
2009-02-05,1
2009-03-05,0.5
2016-08-04,0.25
2017-11-02,0.5
2018-08-02,0.75
2020-03-11,0.25
2020-03-19,0.1
2021-12-16,0.25
2022-02-03,0.5
2022-03-17,0.75
2022-05-05,1
2022-06-16,1.25
2022-08-04,1.75
2022-09-22,2.25
2022-11-03,3
2022-12-09,3
