LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q4,103.787046
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q1,104.0639415
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q2,104.5373279
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q3,104.8030988
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q4,104.5436318
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q1,105.5337703
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q2,105.2676656
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q3,106.5561209
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q4,108.1004432
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2021-Q1,109.422855
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2021-Q2,110.8612806
FIN,HOUSECOST,NOMINAL,IDX2015,Q,2021-Q3,111.8835754
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1975-Q1,129.0773187
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1975-Q2,121.8708986
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1975-Q3,119.1143607
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1975-Q4,117.2204028
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1976-Q1,119.8839361
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1976-Q2,118.7019049
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1976-Q3,116.2333554
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1976-Q4,113.7633538
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1977-Q1,113.8556258
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1977-Q2,111.4143173
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1977-Q3,109.2008201
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1977-Q4,107.3401925
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1978-Q1,106.1499285
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1978-Q2,105.4867709
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1978-Q3,98.87525836
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1978-Q4,96.52437425
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1979-Q1,95.19887235
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1979-Q2,93.64152198
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1979-Q3,92.99292288
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1979-Q4,92.79064153
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1980-Q1,93.5559038
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1980-Q2,91.85688792
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1980-Q3,93.24408008
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1980-Q4,90.3556991
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1981-Q1,94.42436004
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1981-Q2,94.78936002
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1981-Q3,94.46474284
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1981-Q4,95.1954301
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1982-Q1,97.52500958
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1982-Q2,97.75036028
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1982-Q3,98.01587198
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1982-Q4,98.70485299
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1983-Q1,102.0276644
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1983-Q2,103.2875302
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1983-Q3,105.7875301
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1983-Q4,106.5919885
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1984-Q1,109.7459445
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1984-Q2,108.4871906
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1984-Q3,108.4683636
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1984-Q4,105.8181805
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1985-Q1,106.16657
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1985-Q2,103.5985315
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1985-Q3,103.4891
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1985-Q4,103.1329469
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1986-Q1,103.6747011
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1986-Q2,102.1004019
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1986-Q3,100.8162388
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1986-Q4,98.95584135
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1987-Q1,99.80903083
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1987-Q2,101.2896297
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1987-Q3,102.7249425
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1987-Q4,106.6883743
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1988-Q1,118.0121195
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1988-Q2,125.1992236
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1988-Q3,131.2537882
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1988-Q4,141.0181177
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1989-Q1,149.9624523
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1989-Q2,145.5371618
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1989-Q3,143.620852
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1989-Q4,136.6236017
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1990-Q1,132.3893352
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1990-Q2,130.7908127
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1990-Q3,129.5777398
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1990-Q4,123.9136201
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1991-Q1,113.2163383
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1991-Q2,109.7047414
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1991-Q3,104.5446963
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1991-Q4,99.22014348
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1992-Q1,97.50987892
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1992-Q2,93.1497559
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1992-Q3,86.17673035
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1992-Q4,82.34213995
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1993-Q1,79.85784479
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1993-Q2,79.75238864
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1993-Q3,82.43152726
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1993-Q4,87.16398871
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1994-Q1,90.18090947
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1994-Q2,90.97030563
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1994-Q3,89.6164643
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1994-Q4,86.08418229
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1995-Q1,82.91878715
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1995-Q2,81.05040228
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1995-Q3,80.21658674
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1995-Q4,80.10231958
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1996-Q1,81.56571573
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1996-Q2,84.49591552
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1996-Q3,87.20033999
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1996-Q4,88.28016383
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1997-Q1,91.2858347
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1997-Q2,92.15034424
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1997-Q3,92.42558368
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1997-Q4,94.16947605
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1998-Q1,95.94436421
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1998-Q2,96.23078776
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1998-Q3,96.45032793
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1998-Q4,95.87697483
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1999-Q1,93.54824685
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1999-Q2,97.99865433
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1999-Q3,97.29799369
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,1999-Q4,96.60182489
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2000-Q1,93.27885531
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2000-Q2,98.30268315
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2000-Q3,94.99002573
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2000-Q4,96.2949486
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2001-Q1,93.00699268
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2001-Q2,88.09756886
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2001-Q3,90.24003264
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2001-Q4,91.03366601
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2002-Q1,89.31096572
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2002-Q2,94.65643114
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2002-Q3,92.60191489
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2002-Q4,91.17884072
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2003-Q1,92.86571629
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2003-Q2,92.20743262
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2003-Q3,94.21330701
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2003-Q4,94.38696124
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2004-Q1,97.18017524
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2004-Q2,95.27460755
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2004-Q3,97.50007784
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2004-Q4,95.94267995
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2005-Q1,101.545497
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2005-Q2,99.48220747
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2005-Q3,101.896996
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2005-Q4,105.4695911
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2006-Q1,102.6305975
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2006-Q2,107.9148715
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2006-Q3,104.839713
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2006-Q4,106.9951411
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2007-Q1,106.1626249
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2007-Q2,106.208949
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2007-Q3,105.7970874
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2007-Q4,106.3110318
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2008-Q1,105.0218269
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2008-Q2,101.9592681
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2008-Q3,102.4937354
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2008-Q4,97.23617176
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2009-Q1,101.643118
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2009-Q2,99.50928919
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2009-Q3,99.55736429
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2009-Q4,102.390906
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2010-Q1,102.4824815
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2010-Q2,103.0456581
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2010-Q3,103.7149672
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2010-Q4,102.8087846
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2011-Q1,102.621138
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2011-Q2,103.0288926
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2011-Q3,103.6974942
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2011-Q4,101.7931186
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2012-Q1,104.5245754
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2012-Q2,101.81133
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2012-Q3,102.3543061
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2012-Q4,103.7734855
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2013-Q1,101.7032013
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2013-Q2,101.9177304
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2013-Q3,102.6524137
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2013-Q4,102.4888848
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2014-Q1,102.7083442
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2014-Q2,101.7121083
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2014-Q3,100.7049311
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2014-Q4,100.0183342
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2015-Q1,100.5220632
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2015-Q2,99.65676834
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2015-Q3,99.6595515
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2015-Q4,100.161617
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2016-Q1,99.01305003
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2016-Q2,99.25279085
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2016-Q3,100.5193283
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2016-Q4,98.52488032
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2017-Q1,98.6261296
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2017-Q2,99.05575346
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2017-Q3,98.12721927
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2017-Q4,99.78914449
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2018-Q1,96.98840817
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2018-Q2,97.58866004
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2018-Q3,97.25147278
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2018-Q4,96.41657588
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q1,97.18014159
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q2,94.66550248
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q3,95.01970581
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q4,94.64558005
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q1,94.46765186
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q2,97.13491823
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q3,97.4053749
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q4,96.69017372
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2021-Q1,96.98356613
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2021-Q2,97.98963726
FIN,HOUSECOST,PRICEINCOME,IDX2015,Q,2021-Q3,97.74015733
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1970-Q1,53.31913541
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1970-Q2,53.0358346
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1970-Q3,53.62387511
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1970-Q4,54.13980047
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1971-Q1,53.44169791
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1971-Q2,51.8665253
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1971-Q3,50.52589065
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1971-Q4,50.66401373
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1972-Q1,52.61221362
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1972-Q2,53.03955486
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1972-Q3,54.44806311
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1972-Q4,56.30855898
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1973-Q1,58.75202693
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1973-Q2,61.06624435
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1973-Q3,57.9557625
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1973-Q4,58.74670955
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1974-Q1,58.26441342
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1974-Q2,58.03021081
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1974-Q3,57.31217483
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1974-Q4,55.39628509
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1975-Q1,54.04118458
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1975-Q2,52.95658229
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1975-Q3,52.81960057
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1975-Q4,53.27916495
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1976-Q1,53.12022103
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1976-Q2,53.65898409
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1976-Q3,54.14291588
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1976-Q4,53.76077056
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1977-Q1,53.27957818
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1977-Q2,52.28691546
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1977-Q3,50.58871403
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1977-Q4,49.79972269
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1978-Q1,49.56462554
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1978-Q2,49.91194478
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1978-Q3,49.43762667
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1978-Q4,50.76570122
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1979-Q1,48.96337029
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1979-Q2,48.97584359
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1979-Q3,49.7989384
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1979-Q4,50.80532511
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1980-Q1,51.5247648
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1980-Q2,53.16506102
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1980-Q3,53.05501671
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1980-Q4,51.01893749
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1981-Q1,51.36150306
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1981-Q2,51.77875905
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1981-Q3,52.06017101
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1981-Q4,52.02325176
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1982-Q1,53.48071581
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1982-Q2,53.21839792
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1982-Q3,54.64219336
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1982-Q4,57.80385539
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1983-Q1,59.71166477
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1983-Q2,60.29926756
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1983-Q3,62.09582674
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1983-Q4,64.01455174
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1984-Q1,64.45056746
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1984-Q2,64.48336429
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1984-Q3,65.89011542
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1984-Q4,65.32011458
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1985-Q1,65.65320797
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1985-Q2,65.94840004
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1985-Q3,66.08690422
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1985-Q4,65.76372988
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1986-Q1,66.95135359
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1986-Q2,67.08987573
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1986-Q3,68.18660002
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1986-Q4,69.45318421
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1987-Q1,69.36558799
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1987-Q2,72.50114377
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1987-Q3,74.89136138
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1987-Q4,77.90281543
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1988-Q1,83.49770572
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1988-Q2,88.16036062
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1988-Q3,93.00401965
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1988-Q4,99.46571722
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1989-Q1,102.9543647
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1989-Q2,100.9403611
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1989-Q3,97.63466331
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1989-Q4,92.67436922
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1990-Q1,89.19781069
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1990-Q2,88.00808449
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1990-Q3,87.94876211
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1990-Q4,85.23447124
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1991-Q1,78.94135751
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1991-Q2,77.50599242
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1991-Q3,74.81913399
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1991-Q4,71.86313097
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1992-Q1,69.89909578
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1992-Q2,67.02469154
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1992-Q3,62.22893301
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1992-Q4,59.71170594
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1993-Q1,58.56788916
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1993-Q2,59.06654725
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1993-Q3,61.17385619
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1993-Q4,64.60145234
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1994-Q1,64.82935042
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1994-Q2,64.98724664
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1994-Q3,63.66024751
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1994-Q4,62.59359688
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1995-Q1,62.45399701
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1995-Q2,61.77841562
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1995-Q3,61.38370304
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1995-Q4,61.24173543
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1996-Q1,61.83028869
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1996-Q2,64.06490591
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1996-Q3,66.45970166
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1996-Q4,68.47563658
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1997-Q1,72.04809089
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1997-Q2,73.1143417
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1997-Q3,74.4175504
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1997-Q4,75.7563764
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1998-Q1,76.75776842
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1998-Q2,77.90539137
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1998-Q3,79.36824655
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1998-Q4,80.36080184
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1999-Q1,80.84566247
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1999-Q2,82.0423269
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1999-Q3,84.48258994
FIN,HOUSECOST,PRICERENT,IDX2015,Q,1999-Q4,85.06933445
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2000-Q1,84.3968897
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2000-Q2,83.35943181
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2000-Q3,80.21551253
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2000-Q4,78.08486104
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2001-Q1,77.15119822
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2001-Q2,77.00531647
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2001-Q3,77.17214812
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2001-Q4,78.84966192
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2002-Q1,80.79914642
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2002-Q2,81.98130536
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2002-Q3,82.98027058
FIN,HOUSECOST,PRICERENT,IDX2015,Q,2002-Q4,84.58727997
