FIPS,State,County,Cheapest Technology,Cost
12071,Lee,Florida,Natural Gas Combined Cycle,69.0339062083736
12079,Madison,Florida,Natural Gas Combined Cycle,68.13765496420638
12081,Manatee,Florida,Solar PV (Residential),239.21146726521695
8085,Montrose,Colorado,Solar PV (Utility),70.6772740736716
12017,Citrus,Florida,Natural Gas Combined Cycle,68.56513351008454
12029,Dixie,Florida,Solar PV (Utility),77.6802482853047
12031,Duval,Florida,Natural Gas Combined Cycle,67.14034700930684
12041,Gilchrist,Florida,Natural Gas Combined Cycle,68.65570801241765
12043,Glades,Florida,Solar PV (Utility),76.32192890680079
12045,Gulf,Florida,Solar PV (Residential),240.74024884224343
12049,Hardee,Florida,Solar PV (Residential),241.69508732788498
12051,Hendry,Florida,Natural Gas Combined Cycle,69.37008645720702
12053,Hernando,Florida,Natural Gas Combined Cycle,68.03378081024007
12061,Indian River,Florida,Natural Gas Combined Cycle,69.26724625658487
12063,Jackson,Florida,Natural Gas Combined Cycle,65.93178961428414
12069,Lake,Florida,Solar PV (Residential),246.9696237686263
8075,Logan,Colorado,Solar PV (Utility),75.39004567858305
8077,Mesa,Colorado,Solar PV (Utility),70.78010348925793
8081,Moffat,Colorado,Solar PV (Utility),72.88136575274784
8087,Morgan,Colorado,Solar PV (Utility),74.71919523330153
8091,Ouray,Colorado,Solar PV (Utility),72.13602286776184
8097,Pitkin,Colorado,Solar PV (Residential),232.56134740515185
8103,Rio Blanco,Colorado,Solar PV (Utility),72.5449405301071
8109,Saguache,Colorado,Solar PV (Utility),65.77716212552843
8119,Teller,Colorado,Solar PV (Utility),67.3957142869686
8121,Washington,Colorado,Wind,72.78484315665722
8125,Yuma,Colorado,Wind,65.45761952825657
9003,Hartford,Connecticut,Solar PV (Utility),107.62710402797711
9007,Middlesex,Connecticut,Solar PV (Utility),106.05130733035966
5015,Carroll,Arkansas,Natural Gas Combined Cycle,66.06902711817267
5017,Chicot,Arkansas,Natural Gas Combined Cycle,59.84106522392768
5025,Cleveland,Arkansas,Natural Gas Combined Cycle,59.7274960730722
5027,Columbia,Arkansas,Solar PV (Utility),83.46978799784293
5033,Crawford,Arkansas,Natural Gas Combined Cycle,71.8406988833315
5045,Faulkner,Arkansas,Natural Gas Combined Cycle,63.08072382112795
5047,Franklin,Arkansas,Natural Gas Combined Cycle,70.72231783356482
5053,Grant,Arkansas,Natural Gas Combined Cycle,61.062684172605586
5059,Hot Spring,Arkansas,Natural Gas Combined Cycle,62.2365295722945
5067,Jackson,Arkansas,Natural Gas Combined Cycle,61.26994372003915
5073,Lafayette,Arkansas,Natural Gas Combined Cycle,59.40359937322774
5081,Little River,Arkansas,Natural Gas Combined Cycle,66.75041648675341
5083,Logan,Arkansas,Natural Gas Combined Cycle,64.17723162050578
5087,Madison,Arkansas,Natural Gas Combined Cycle,72.56347408239826
16001,Ada,Idaho,Natural Gas Combined Cycle,54.71541471226852
16003,Adams,Idaho,Solar PV (Utility),83.13516277520216
16009,Benewah,Idaho,Solar PV (Utility),93.36102282177467
16017,Bonner,Idaho,Natural Gas Combined Cycle,52.5874348646794
16019,Bonneville,Idaho,Solar PV (Utility),80.64070133730786
5089,Marion,Arkansas,Natural Gas Combined Cycle,65.14035571848375
5091,Miller,Arkansas,Natural Gas Combined Cycle,64.98828833745333
5093,Mississippi,Arkansas,Natural Gas Combined Cycle,61.5700364696503
5099,Nevada,Arkansas,Natural Gas Combined Cycle,60.42880077291666
5103,Ouachita,Arkansas,Natural Gas Combined Cycle,59.89754807307221
5113,Polk,Arkansas,Natural Gas Combined Cycle,68.07939573558684
5115,Pope,Arkansas,Natural Gas Combined Cycle,64.05758932035025
5121,Randolph,Arkansas,Natural Gas Combined Cycle,62.59759811817266
5133,Sevier,Arkansas,Natural Gas Combined Cycle,67.48581523636454
5137,Stone,Arkansas,Natural Gas Combined Cycle,64.54494451941699
13317,Wilkes,Georgia,Natural Gas Combined Cycle,62.15783123948177
13321,Worth,Georgia,Natural Gas Combined Cycle,62.405725841348264
4005,Coconino,Arizona,Solar PV (Utility),65.92164700493745
4009,Graham,Arizona,Solar PV (Utility),64.09903601232467
4011,Greenlee,Arizona,Solar PV (Utility),63.807666253506625
4012,La Paz,Arizona,Natural Gas Combined Cycle,67.52208469515261
4017,Navajo,Arizona,Solar PV (Utility),65.26461504759686
4021,Pinal,Arizona,Solar PV (Utility),65.67313270994212
4023,Santa Cruz,Arizona,Solar PV (Utility),63.355293127338655
4027,Yuma,Arizona,Solar PV (Utility),67.14689999197326
5003,Ashley,Arkansas,Natural Gas Combined Cycle,59.532110573849906
5013,Calhoun,Arkansas,Natural Gas Combined Cycle,59.72148002330552
16071,Oneida,Idaho,Solar PV (Utility),78.86084580851778
16077,Power,Idaho,Natural Gas Combined Cycle,55.167750665612644
16079,Shoshone,Idaho,Solar PV (Residential),294.58914989300087
16083,Twin Falls,Idaho,Natural Gas Combined Cycle,54.7712443125796
17003,Alexander,Illinois,Solar PV (Utility),89.34833863802655
17007,Boone,Illinois,Natural Gas Combined Cycle,78.97830897974767
17011,Bureau,Illinois,Wind,85.22571688736001
17015,Carroll,Illinois,Natural Gas Combined Cycle,80.29200903262516
17023,Clark,Illinois,Solar PV (Utility),93.84133292382444
17033,Crawford,Illinois,Solar PV (Utility),93.09829003883843
17037,DeKalb,Illinois,Natural Gas Combined Cycle,79.67927192998096
17041,Douglas,Illinois,Wind,86.44680415876012
17043,DuPage,Illinois,Solar PV (Residential),312.1708380288053
18117,Orange,Indiana,Solar PV (Utility),92.1658068106207
18121,Parke,Indiana,Natural Gas Combined Cycle,77.75575588799131
18127,Porter,Indiana,Wind,83.15636219007168
18135,Randolph,Indiana,Natural Gas Combined Cycle,76.45107923946898
18137,Ripley,Indiana,Natural Gas Combined Cycle,77.06751639343526
18141,St. Joseph,Indiana,Wind,95.95021021931348
18149,Starke,Indiana,Natural Gas Combined Cycle,76.40557773246962
18151,Steuben,Indiana,Natural Gas Combined Cycle,77.89467608550267
18159,Tipton,Indiana,Wind,88.10154791659075
18161,Union,Indiana,Natural Gas Combined Cycle,77.22797079156875
18167,Vigo,Indiana,Solar PV (Utility),94.8480085917467
18169,Wabash,Indiana,Wind,84.64474157211927
18175,Washington,Indiana,Natural Gas Combined Cycle,77.57327849452403
18181,White,Indiana,Natural Gas Combined Cycle,77.58222973402502
19001,Adair,Iowa,Wind,70.65335181845025
17047,Edwards,Illinois,Solar PV (Utility),91.27597904622563
17051,Fayette,Illinois,Solar PV (Utility),92.45577656943873
17053,Ford,Illinois,Wind,80.09102123808498
17057,Fulton,Illinois,Solar PV (Utility),95.34463718173737
17063,Grundy,Illinois,Natural Gas Combined Cycle,80.89113783044759
18055,Greene,Indiana,Natural Gas Combined Cycle,77.79744849141322
18057,Hamilton,Indiana,Wind,93.33997130073021
18065,Henry,Indiana,Natural Gas Combined Cycle,76.53298253962448
18067,Howard,Indiana,Wind,84.83215149487522
18071,Jackson,Indiana,Solar PV (Utility),92.80762028002037
18077,Jefferson,Indiana,Natural Gas Combined Cycle,77.4459131446018
18087,LaGrange,Indiana,Natural Gas Combined Cycle,76.44045018503604
18091,LaPorte,Indiana,Wind,94.00202880386246
18097,Marion,Indiana,Solar PV (Utility),95.54849601291001
18101,Martin,Indiana,Natural Gas Combined Cycle,77.24716684289085
18103,Miami,Indiana,Wind,82.37043140510212
18109,Morgan,Indiana,Solar PV (Utility),94.8189716158649
16023,Butte,Idaho,Solar PV (Utility),77.88490711647734
16025,Camas,Idaho,Natural Gas Combined Cycle,54.09829371382392
16029,Caribou,Idaho,Natural Gas Combined Cycle,55.69867811662366
16033,Clark,Idaho,Solar PV (Utility),81.34018875847119
16041,Franklin,Idaho,Solar PV (Utility),78.10348443559087
16043,Fremont,Idaho,Solar PV (Utility),82.78581906462051
16047,Gooding,Idaho,Natural Gas Combined Cycle,54.546869513201756
16053,Jerome,Idaho,Natural Gas Combined Cycle,54.65391311351284
16055,Kootenai,Idaho,Natural Gas Combined Cycle,52.727321264368314
16061,Lewis,Idaho,Solar PV (Utility),90.73499499241227
16065,Madison,Idaho,Solar PV (Utility),81.03550051171223
16069,Nez Perce,Idaho,Natural Gas Combined Cycle,52.997360813357304
18007,Benton,Indiana,Natural Gas Combined Cycle,78.39978483355841
18013,Brown,Indiana,Natural Gas Combined Cycle,77.05496144164653
18015,Carroll,Indiana,Wind,85.78594665562784
18019,Clark,Indiana,Solar PV (Utility),91.11367567887572
18025,Crawford,Indiana,Solar PV (Utility),91.42096392563467
18031,Decatur,Indiana,Natural Gas Combined Cycle,77.15282329234647
18035,Delaware,Indiana,Wind,91.7250186368453
18045,Fountain,Indiana,Natural Gas Combined Cycle,77.80129623635816
13137,Habersham,Georgia,Solar PV (Utility),80.56850889760335
13141,Hancock,Georgia,Natural Gas Combined Cycle,60.891124040415015
13147,Hart,Georgia,Solar PV (Utility),80.33331309054893
13155,Irwin,Georgia,Natural Gas Combined Cycle,62.392125990648324
13159,Jasper,Georgia,Natural Gas Combined Cycle,61.0344395909594
13165,Jenkins,Georgia,Solar PV (Utility),79.89595845232184
13171,Lamar,Georgia,Natural Gas Combined Cycle,61.11435959095941
13173,Lanier,Georgia,Solar PV (Residential),245.6710394281538
20091,Johnson,Kansas,Wind,59.92875848649677
20097,Kiowa,Kansas,Wind,51.8984862610181
20099,Labette,Kansas,Wind,73.88345714622002
20103,Leavenworth,Kansas,Wind,71.936775730769
20109,Logan,Kansas,Wind,60.94409028816805
20113,McPherson,Kansas,Wind,55.72801245100148
20119,Meade,Kansas,Wind,57.03248191029313
20125,Montgomery,Kansas,Wind,79.43176373495271
20131,Nemaha,Kansas,Wind,71.54341033828422
20141,Osborne,Kansas,Wind,56.53638878294393
20143,Ottawa,Kansas,Wind,63.05443607940212
20157,Republic,Kansas,Wind,62.78544396875465
20165,Rush,Kansas,Wind,53.14131907939108
20167,Russell,Kansas,Wind,54.03027759922507
20171,Scott,Kansas,Wind,52.312797200475764
20177,Shawnee,Kansas,Wind,79.7004558456002
22057,Lafourche,Louisiana,Natural Gas Combined Cycle,58.05038527524978
22061,Lincoln,Louisiana,Natural Gas Combined Cycle,59.067066524083224
22063,Livingston,Louisiana,Solar PV (Residential),251.1746731054491
22069,Natchitoches,Louisiana,Natural Gas Combined Cycle,63.835369939319826
22075,Plaquemines,Louisiana,Natural Gas Combined Cycle,58.040704875560856
22079,Rapides,Louisiana,Natural Gas Combined Cycle,63.45153888955314
22081,Red River,Louisiana,Natural Gas Combined Cycle,64.05685668893098
22085,Sabine,Louisiana,Natural Gas Combined Cycle,63.74136793931982
21111,Jefferson,Kentucky,Solar PV (Utility),91.27397904622563
21113,Jessamine,Kentucky,Natural Gas Combined Cycle,61.63005039189265
21123,Larue,Kentucky,Natural Gas Combined Cycle,62.05086604197042
21129,Lee,Kentucky,Solar PV (Utility),92.3101916900297
21135,Lewis,Kentucky,Solar PV (Utility),92.64521691267046
21139,Livingston,Kentucky,Natural Gas Combined Cycle,61.80545069049278
21145,McCracken,Kentucky,Natural Gas Combined Cycle,61.51570629080387
21153,Magoffin,Kentucky,Solar PV (Utility),94.52930185704687
21159,Martin,Kentucky,Solar PV (Utility),96.27792040995513
21167,Mercer,Kentucky,Natural Gas Combined Cycle,61.50178639189266
21171,Monroe,Kentucky,Solar PV (Utility),88.4441923856906
21173,Montgomery,Kentucky,Natural Gas Combined Cycle,60.95444194088164
21179,Nelson,Kentucky,Solar PV (Utility),90.325877330067
19053,Decatur,Iowa,Wind,72.14383120049783
18003,Allen,Indiana,Wind,95.88617357839482
13181,Lincoln,Georgia,Natural Gas Combined Cycle,61.6729656391707
19061,Dubuque,Iowa,Wind,89.67530948652987
19069,Franklin,Iowa,Wind,66.44880578295498
19075,Grundy,Iowa,Wind,71.27551822763675
19077,Guthrie,Iowa,Wind,73.96523933411156
19089,Howard,Iowa,Wind,86.90400619216354
19093,Ida,Iowa,Wind,67.56656531949066
19101,Jefferson,Iowa,Wind,82.92756117336997
19103,Johnson,Iowa,Wind,82.45421359299364
19107,Keokuk,Iowa,Wind,78.7070695909018
19111,Lee,Iowa,Wind,93.54642677045904
19127,Marshall,Iowa,Wind,74.37765027356922
19129,Mills,Iowa,Wind,76.84187036334231
19135,Monroe,Iowa,Wind,74.33945917962345
19139,Muscatine,Iowa,Wind,85.7015644677363
19145,Page,Iowa,Wind,77.54721896042034
20181,Sherman,Kansas,Wind,57.75717605434404
19153,Polk,Iowa,Wind,85.64132782681767
19155,Pottawattamie,Iowa,Wind,78.49661412117297
19159,Ringgold,Iowa,Wind,71.02517166396215
19163,Scott,Iowa,Wind,87.21398939675677
19171,Tama,Iowa,Wind,73.50973730070814
19177,Van Buren,Iowa,Wind,91.02397003976728
19183,Washington,Iowa,Wind,81.41913624434949
19189,Winnebago,Iowa,Wind,62.74685287480888
19193,Woodbury,Iowa,Wind,71.62449252617576
20003,Anderson,Kansas,Wind,59.3921742652018
20009,Barton,Kansas,Wind,53.03669134452667
20017,Chase,Kansas,Wind,60.67459817752057
20019,Chautauqua,Kansas,Wind,76.55343270572195
13211,Morgan,Georgia,Natural Gas Combined Cycle,61.61774534057056
27081,Lincoln,Minnesota,Wind,59.20376434244586
27089,Marshall,Minnesota,Wind,70.59051517753161
27091,Martin,Minnesota,Wind,62.76779842178177
27095,Mille Lacs,Minnesota,Solar PV (Utility),100.07212727458973
27097,Morrison,Minnesota,Solar PV (Utility),99.73590205194897
27099,Mower,Minnesota,Wind,75.6229830919422
27105,Nobles,Minnesota,Wind,65.82943937376847
27109,Olmsted,Minnesota,Wind,88.0432112756721
27111,Otter Tail,Minnesota,Wind,77.67119224225765
27115,Pine,Minnesota,Solar PV (Utility),101.36907270133003
27117,Pipestone,Minnesota,Wind,65.08319968274468
27119,Polk,Minnesota,Wind,68.04481289986697
27129,Renville,Minnesota,Wind,86.65515962848895
27133,Rock,Minnesota,Wind,73.75748386438272
19059,Dickinson,Iowa,Wind,61.670684432218955
27141,Sherburne,Minnesota,Solar PV (Utility),99.91162390723979
27145,Stearns,Minnesota,Wind,96.73664100428304
27149,Stevens,Minnesota,Wind,74.97837113578282
27157,Wabasha,Minnesota,Wind,98.05895601054756
27163,Washington,Minnesota,Solar PV (Utility),102.34591139337047
27171,Wright,Minnesota,Solar PV (Utility),99.99733483488521
28005,Amite,Mississippi,Natural Gas Combined Cycle,58.66965597509423
28009,Benton,Mississippi,Solar PV (Utility),85.39512840604203
28011,Bolivar,Mississippi,Natural Gas Combined Cycle,59.49422732346106
28015,Carroll,Mississippi,Natural Gas Combined Cycle,59.46921052408322
28021,Claiborne,Mississippi,Solar PV (Utility),81.517210613762
28031,Covington,Mississippi,Natural Gas Combined Cycle,57.14886988955955
28039,George,Mississippi,Natural Gas Combined Cycle,56.60073044010394
19149,Plymouth,Iowa,Wind,69.3681279061315
28045,Hancock,Mississippi,Natural Gas Combined Cycle,56.41467948987062
28051,Holmes,Mississippi,Natural Gas Combined Cycle,59.285443124394305
28053,Humphreys,Mississippi,Solar PV (Utility),82.18786105904351
28059,Jackson,Mississippi,Solar PV (Utility),79.28398195880396
28067,Jones,Mississippi,Natural Gas Combined Cycle,57.521174489870624
28073,Lamar,Mississippi,Solar PV (Utility),81.4867736378802
23007,Franklin,Maine,Natural Gas Combined Cycle,65.12151667182788
13215,Muscogee,Georgia,Natural Gas Combined Cycle,61.78559689111495
13239,Quitman,Georgia,Natural Gas Combined Cycle,61.56879254119273
27077,Lake of the Woods,Minnesota,Wind,87.25448049070255
45031,Darlington,South Carolina,Solar PV (Utility),81.83781734846185
45035,Dorchester,South Carolina,Solar PV (Utility),80.71379377701238
45037,Edgefield,South Carolina,Natural Gas Combined Cycle,64.46448516638395
47011,Bradley,Tennessee,Natural Gas Combined Cycle,59.74632724725881
47017,Carroll,Tennessee,Natural Gas Combined Cycle,58.12513414305921
47021,Cheatham,Tennessee,Natural Gas Combined Cycle,58.920601594070234
47025,Claiborne,Tennessee,Solar PV (Utility),87.33658730218204
47033,Crockett,Tennessee,Solar PV (Utility),86.46027802572789
47035,Cumberland,Tennessee,Solar PV (Utility),87.42469822982744
47041,DeKalb,Tennessee,Natural Gas Combined Cycle,59.144331295470096
47047,Fayette,Tennessee,Natural Gas Combined Cycle,57.507035693603605
47049,Fentress,Tennessee,Natural Gas Combined Cycle,61.25340139500348
47059,Greene,Tennessee,Solar PV (Utility),88.40063692186789
47061,Grundy,Tennessee,Natural Gas Combined Cycle,58.61730504663666
27137,St. Louis,Minnesota,Solar PV (Utility),102.85685847130206
23015,Lincoln,Maine,Solar PV (Utility),100.84490713545756
23021,Piscataquis,Maine,Wind,81.06586194581048
23023,Sagadahoc,Maine,Solar PV (Utility),100.23083064193966
23031,York,Maine,Solar PV (Utility),99.3127659016628
28041,Greene,Mississippi,Natural Gas Combined Cycle,57.15558844010394
31149,Rock,Nebraska,Wind,62.2294142004868
31151,Saline,Nebraska,Wind,70.48888744266719
31155,Saunders,Nebraska,Wind,73.65245612951831
31161,Sheridan,Nebraska,Wind,77.54651896042034
31169,Thayer,Nebraska,Wind,62.950608344537706
31173,Thurston,Nebraska,Wind,68.79095259089077
31181,Webster,Nebraska,Wind,58.481870198394944
32005,Douglas,Nevada,Natural Gas Combined Cycle,60.37077054274814
32007,Elko,Nevada,Solar PV (Utility),76.00182217210094
32013,Humboldt,Nevada,Natural Gas Combined Cycle,56.75758135301383
32017,Lincoln,Nevada,Solar PV (Utility),67.3944142869686
32023,Nye,Nevada,Solar PV (Utility),68.44594541871356
23011,Kennebec,Maine,Natural Gas Combined Cycle,65.48195932035023
39105,Meigs,Ohio,Natural Gas Combined Cycle,76.31341103573598
39107,Mercer,Ohio,Natural Gas Combined Cycle,75.5953300388468
39117,Morrow,Ohio,Natural Gas Combined Cycle,77.78061048208076
39119,Muskingum,Ohio,Natural Gas Combined Cycle,75.96385818348064
39125,Paulding,Ohio,Natural Gas Combined Cycle,76.68520008705808
39129,Pickaway,Ohio,Natural Gas Combined Cycle,75.79354553651368
39133,Portage,Ohio,Solar PV (Utility),101.37077270133003
39135,Preble,Ohio,Natural Gas Combined Cycle,77.19603114149098
39139,Richland,Ohio,Natural Gas Combined Cycle,80.32702293153636
39141,Ross,Ohio,Solar PV (Utility),95.4187296214419
39149,Shelby,Ohio,Natural Gas Combined Cycle,75.18700318970227
39151,Stark,Ohio,Natural Gas Combined Cycle,80.19538162827001
39157,Tuscarawas,Ohio,Natural Gas Combined Cycle,78.84895988021428
39161,Van Wert,Ohio,Wind,94.3335575554286
47065,Hamilton,Tennessee,Solar PV (Utility),85.65896118897827
47067,Hancock,Tennessee,Natural Gas Combined Cycle,60.717601244148
47071,Hardin,Tennessee,Natural Gas Combined Cycle,57.306714744925706
47077,Henderson,Tennessee,Natural Gas Combined Cycle,57.791238993759144
47083,Houston,Tennessee,Solar PV (Utility),87.8041789162909
47087,Jackson,Tennessee,Solar PV (Utility),88.56094028921781
47095,Lake,Tennessee,Solar PV (Utility),87.01438056748216
47101,Lewis,Tennessee,Natural Gas Combined Cycle,57.32660309484793
47107,McMinn,Tennessee,Solar PV (Utility),86.37306709808247
47109,McNairy,Tennessee,Natural Gas Combined Cycle,57.52254819438131
47111,Macon,Tennessee,Natural Gas Combined Cycle,61.177558594070234
47119,Maury,Tennessee,Natural Gas Combined Cycle,58.16879104508125
47125,Montgomery,Tennessee,Solar PV (Utility),88.16744111481346
47135,Perry,Tennessee,Natural Gas Combined Cycle,57.635600844459084
47137,Pickett,Tennessee,Solar PV (Utility),88.66456970480414
24011,Caroline,Maryland,Natural Gas Combined Cycle,68.27443239033084
24013,Carroll,Maryland,Solar PV (Utility),96.74621202406401
24021,Frederick,Maryland,Solar PV (Utility),96.48237924112775
24023,Garrett,Maryland,Wind,61.484274509463006
24031,Montgomery,Maryland,Solar PV (Residential),285.4172604308421
24033,Prince George's,Maryland,Solar PV (Utility),94.7758161520422
24043,Washington,Maryland,Solar PV (Utility),98.26203476991783
32031,Washoe,Nevada,Natural Gas Combined Cycle,58.80163634679219
32510,Carson City,Nevada,Natural Gas Combined Cycle,60.225933793136974
33003,Carroll,New Hampshire,Natural Gas Combined Cycle,65.80040876825043
33009,Grafton,New Hampshire,Wind,75.10224441762013
33015,Rockingham,New Hampshire,Solar PV (Utility),102.01058617072974
33019,Sullivan,New Hampshire,Wind,86.44790415876012
34003,Bergen,New Jersey,Solar PV (Residential),329.6753270857584
34009,Cape May,New Jersey,Solar PV (Utility),98.40881964932686
34013,Essex,New Jersey,Solar PV (Residential),327.15085748366465
39167,Washington,Ohio,Solar PV (Utility),98.80301882373121
39171,Williams,Ohio,Natural Gas Combined Cycle,79.65238798596928
39175,Wyandot,Ohio,Natural Gas Combined Cycle,79.218256832003
40003,Alfalfa,Oklahoma,Wind,60.79927145935787
40011,Blaine,Oklahoma,Wind,53.63691220674029
40013,Bryan,Oklahoma,Natural Gas Combined Cycle,64.11151123480914
40017,Canadian,Oklahoma,Wind,56.22620557835068
40025,Cimarron,Oklahoma,Wind,57.65104831947963
40029,Coal,Oklahoma,Natural Gas Combined Cycle,64.93485573403143
40035,Craig,Oklahoma,Natural Gas Combined Cycle,69.0696417806873
40039,Custer,Oklahoma,Wind,50.326424691078984
40045,Ellis,Oklahoma,Wind,51.71167633826215
40049,Garvin,Oklahoma,Wind,73.90100269319291
40055,Greer,Oklahoma,Wind,50.86430891237394
37193,Wilkes,North Carolina,Solar PV (Utility),85.55783177339194
47141,Putnam,Tennessee,Natural Gas Combined Cycle,59.623181045081246
48045,Briscoe,Texas,Wind,59.30959207731027
48049,Brown,Texas,Natural Gas Combined Cycle,58.26196616793935
48055,Caldwell,Texas,Natural Gas Combined Cycle,58.59517697042801
48061,Cameron,Texas,Natural Gas Combined Cycle,59.125617020194696
48065,Carson,Texas,Wind,51.5254664155062
48067,Cass,Texas,Natural Gas Combined Cycle,64.3294869875311
48073,Cherokee,Texas,Natural Gas Combined Cycle,58.30565627058355
48077,Clay,Texas,Natural Gas Combined Cycle,58.46102571692834
48081,Coke,Texas,Natural Gas Combined Cycle,58.8391228662284
48085,Collin,Texas,Natural Gas Combined Cycle,58.11614881801712
48087,Collingsworth,Texas,Wind,55.9543134677032
48091,Comal,Texas,Solar PV (Utility),81.06413748759404
24047,Worcester,Maryland,Natural Gas Combined Cycle,68.42186104040861
25007,Dukes,Massachusetts,Wind,65.72641163890407
25013,Hampden,Massachusetts,Solar PV (Utility),107.35015275709998
25015,Hampshire,Massachusetts,Wind,100.97747813372409
25017,Middlesex,Massachusetts,Solar PV (Utility),105.33650142125545
34017,Hudson,New Jersey,Solar PV (Utility),111.76965460319336
34019,Hunterdon,New Jersey,Solar PV (Utility),105.56989722830988
34021,Mercer,New Jersey,Solar PV (Utility),105.45444932478267
34029,Ocean,New Jersey,Wind,89.24265300009932
34033,Salem,New Jersey,Solar PV (Utility),99.70676507606717
34035,Somerset,New Jersey,Solar PV (Utility),107.19064938975004
34041,Warren,New Jersey,Solar PV (Utility),106.34397708917771
35007,Colfax,New Mexico,Solar PV (Utility),65.5576848064149
30055,McCone,Montana,Wind,82.88887007942421
30057,Madison,Montana,Natural Gas Combined Cycle,54.3665929673236
37195,Wilson,North Carolina,Solar PV (Utility),86.97102510365946
37199,Yancey,North Carolina,Wind,62.18712310654103
38005,Benson,North Dakota,Wind,63.42915592491403
38009,Bottineau,North Dakota,Wind,77.8554021650136
38017,Cass,North Dakota,Wind,61.33825568065282
38027,Eddy,North Dakota,Wind,60.92304474119516
38029,Emmons,North Dakota,Wind,65.6848205449583
38037,Grant,North Dakota,Wind,66.82222562846685
38039,Griggs,North Dakota,Wind,61.06736357000534
38043,Kidder,North Dakota,Wind,65.41542843431081
38047,Logan,North Dakota,Wind,57.82001269526269
38053,McKenzie,North Dakota,Wind,73.11497190822335
38059,Morton,North Dakota,Wind,67.6318019604093
38063,Nelson,North Dakota,Wind,61.75316662011049
47001,Anderson,Tennessee,Solar PV (Utility),87.54124613335466
47003,Bedford,Tennessee,Natural Gas Combined Cycle,57.983060895781186
40065,Jackson,Oklahoma,Wind,51.960022901936746
40071,Kay,Oklahoma,Wind,65.37273734036505
40083,Logan,Oklahoma,Natural Gas Combined Cycle,65.35547878224271
40085,Love,Oklahoma,Natural Gas Combined Cycle,63.926075634498055
40091,McIntosh,Oklahoma,Natural Gas Combined Cycle,68.44126523325373
40099,Murray,Oklahoma,Natural Gas Combined Cycle,64.5434824338759
40101,Muskogee,Oklahoma,Natural Gas Combined Cycle,68.81636193309818
40107,Okfuskee,Oklahoma,Natural Gas Combined Cycle,67.57720268270934
40111,Okmulgee,Oklahoma,Natural Gas Combined Cycle,67.8126743825538
40117,Pawnee,Oklahoma,Natural Gas Combined Cycle,65.53281093154277
40119,Payne,Oklahoma,Natural Gas Combined Cycle,65.48379018193164
40125,Pottawatomie,Oklahoma,Natural Gas Combined Cycle,65.53688728302043
25021,Norfolk,Massachusetts,Solar PV (Utility),106.56225440829125
25023,Plymouth,Massachusetts,Natural Gas Combined Cycle,68.28357230479615
26003,Alger,Michigan,Wind,74.70867902513535
26005,Allegan,Michigan,Solar PV (Utility),101.82244582749799
26007,Alpena,Michigan,Natural Gas Combined Cycle,68.69228409173712
30063,Missoula,Montana,Natural Gas Combined Cycle,53.545435116623665
30065,Musselshell,Montana,Solar PV (Utility),86.66663685690051
30071,Phillips,Montana,Natural Gas Combined Cycle,55.79521041833462
30077,Powell,Montana,Natural Gas Combined Cycle,54.01789366716805
30083,Richland,Montana,Wind,81.12739858672913
30087,Rosebud,Montana,Natural Gas Combined Cycle,57.43252426903455
30091,Sheridan,Montana,Wind,83.46594539466494
30097,Sweet Grass,Montana,Natural Gas Combined Cycle,55.328380118179076
30101,Toole,Montana,Natural Gas Combined Cycle,54.44158721771245
38065,Oliver,North Dakota,Wind,63.88425795831745
38067,Pembina,North Dakota,Wind,66.98749000424993
38071,Ramsey,North Dakota,Wind,65.27160960550063
38075,Renville,North Dakota,Wind,63.077181626375015
38081,Sargent,North Dakota,Wind,64.05002233410052
38089,Stark,North Dakota,Wind,60.05603176833408
38093,Stutsman,North Dakota,Wind,59.72110301676794
38097,Traill,North Dakota,Wind,64.77581647815143
38101,Ward,North Dakota,Wind,59.90911293952388
39001,Adams,Ohio,Natural Gas Combined Cycle,75.64348044164653
39005,Ashland,Ohio,Natural Gas Combined Cycle,80.52488498130306
39011,Auglaize,Ohio,Natural Gas Combined Cycle,76.00649733900232
39013,Belmont,Ohio,Solar PV (Utility),99.54746170871724
39017,Butler,Ohio,Solar PV (Utility),93.71096653235632
39019,Carroll,Ohio,Natural Gas Combined Cycle,79.52119282733676
42003,Allegheny,Pennsylvania,Solar PV (Utility),102.34591139337047
42007,Beaver,Pennsylvania,Solar PV (Utility),102.91573242306568
48361,Orange,Texas,Natural Gas Combined Cycle,57.81288692532755
48369,Parmer,Texas,Wind,56.94979972240159
48383,Reagan,Texas,Wind,49.91101375162132
48385,Real,Texas,Natural Gas Combined Cycle,59.32053226747273
48387,Red River,Texas,Natural Gas Combined Cycle,59.59058226902814
48395,Robertson,Texas,Natural Gas Combined Cycle,57.397957273694374
48399,Runnels,Texas,Natural Gas Combined Cycle,58.55799611661726
48403,Sabine,Texas,Solar PV (Utility),82.26025349874801
48415,Scurry,Texas,Wind,54.09331424014371
48417,Shackelford,Texas,Natural Gas Combined Cycle,58.036897416772796
48419,Shelby,Texas,Natural Gas Combined Cycle,63.76563868893096
48423,Smith,Texas,Natural Gas Combined Cycle,63.37659358784218
48427,Starr,Texas,Natural Gas Combined Cycle,59.30827041988361
48431,Sterling,Texas,Wind,58.50121574536784
26017,Bay,Michigan,Wind,93.40180794164884
26019,Benzie,Michigan,Natural Gas Combined Cycle,65.88426464383691
26021,Berrien,Michigan,Wind,86.05443876627534
